author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
realtor,https://www.cian.ru/sale/flat/308400635/,15,16,1,38.3,8500000.0,Щербинка
developer,https://www.cian.ru/sale/flat/306747316/,2,17,1,35.6,8546314.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/309186624/,4,7,1,41.47,8518187.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306747315/,5,9,1,34.7,8541613.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306727687/,8,23,1,25.9,8544073.0,Владыкино
developer,https://www.cian.ru/sale/flat/309188365/,1,7,1,44.29,8549254.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309194757/,1,10,1,31.9,8537086.0,Летово
developer,https://www.cian.ru/sale/flat/306208685/,25,25,1,36.5,8543956.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/302160561/,11,11,1,33.8,8537474.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/306979478/,3,14,1,32.7,8539768.0,Окружная
developer,https://www.cian.ru/sale/flat/293999191/,2,3,1,49.5,8514000.0,Апрелевка
realtor,https://www.cian.ru/sale/flat/295092952/,11,24,1,24.7,8600000.0,Измайлово
developer,https://www.cian.ru/sale/flat/306747134/,7,19,1,39.9,8587769.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/309186102/,3,14,1,35.03,8608780.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190358/,5,10,1,40.4,8592000.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190308/,6,11,1,37.0,8645836.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190754/,9,16,1,26.27,8641228.0,Орехово
developer,https://www.cian.ru/sale/flat/309195448/,8,16,1,40.3,8580879.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309195150/,6,20,1,33.4,8605480.0,Летово
developer,https://www.cian.ru/sale/flat/309195148/,6,20,1,33.9,8615384.0,Летово
developer,https://www.cian.ru/sale/flat/309195320/,6,9,1,44.9,8642251.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/307016365/,5,15,1,32.58,8551322.0,Румянцево
developer,https://www.cian.ru/sale/flat/303687525/,9,9,1,41.5,8649844.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/308968616/,3,11,1,40.9,8645810.0,Щербинка
developer,https://www.cian.ru/sale/flat/306979461/,13,14,1,34.8,8635271.0,Окружная
developer,https://www.cian.ru/sale/flat/306980042/,3,24,1,34.1,8594393.0,Окружная
developer,https://www.cian.ru/sale/flat/306483820/,2,28,1,40.8,8620876.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/309197802/,8,9,1,37.12,8590541.0,Силикатная
developer,https://www.cian.ru/sale/flat/309188363/,10,14,1,48.1,8574378.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188117/,3,17,1,38.83,8556863.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309195146/,23,23,1,38.7,8636001.0,Летово
developer,https://www.cian.ru/sale/flat/309194743/,1,16,1,33.6,8581558.0,Ольховая
developer,https://www.cian.ru/sale/flat/309188033/,7,17,1,38.14,8635851.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306987593/,11,17,1,36.0,8631143.0,Щербинка
developer,https://www.cian.ru/sale/flat/305234557/,2,9,1,39.6,8573597.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/307297513/,14,17,1,37.9,8700000.0,Москворечье
developer,https://www.cian.ru/sale/flat/308716594/,2,23,1,42.6,8660580.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309185985/,2,14,1,38.74,8701239.0,Щербинка
developer,https://www.cian.ru/sale/flat/309185984/,2,14,1,45.19,8748378.0,Щербинка
developer,https://www.cian.ru/sale/flat/297367242/,4,8,1,37.3,8664790.0,Алтуфьево
developer,https://www.cian.ru/sale/flat/309190351/,3,10,1,41.28,8725743.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190405/,3,15,1,38.84,8686364.0,Щербинка
developer,https://www.cian.ru/sale/flat/309195517/,11,16,1,40.3,8654995.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309195368/,4,16,1,43.2,8693925.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309186462/,4,9,1,48.31,8687442.0,Рассказовка
real_estate_agent,https://www.cian.ru/sale/flat/304536369/,4,6,1,30.0,7490000.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/307965932/,2,15,1,30.8,26977720.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/299019831/,17,51,1,44.45,27000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/309128668/,5,9,1,34.1,10990000.0,Пражская
developer,https://www.cian.ru/sale/flat/304065733/,9,18,1,49.8,60432000.0,Воробьёвы горы
real_estate_agent,https://www.cian.ru/sale/flat/305957125/,2,12,1,51.2,31300000.0,Сокол
developer,https://www.cian.ru/sale/flat/308903193/,6,41,1,36.7,22431040.0,Тульская
realtor,https://www.cian.ru/sale/flat/297215041/,13,14,1,39.0,17600000.0,Москва-Товарная
real_estate_agent,https://www.cian.ru/sale/flat/306448085/,9,16,1,19.0,6000000.0,Владыкино
developer,https://www.cian.ru/sale/flat/308620282/,13,28,1,36.3,22390000.0,Бутырская
real_estate_agent,https://www.cian.ru/sale/flat/306709200/,15,15,1,40.6,11890000.0,Прокшино
real_estate_agent,https://www.cian.ru/sale/flat/309146213/,14,17,1,43.3,11500000.0,Выхино
developer,https://www.cian.ru/sale/flat/305627360/,8,17,1,50.8,36423600.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/293718260/,5,6,1,43.0,26900000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/306642138/,5,9,1,32.7,7900000.0,Юго-Восточная
developer,https://www.cian.ru/sale/flat/307942491/,7,35,1,39.22,18847239.0,Профсоюзная
real_estate_agent,https://www.cian.ru/sale/flat/301042655/,30,79,1,78.0,92880000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/305792843/,7,9,1,32.0,13950000.0,Дмитровская
developer,https://www.cian.ru/sale/flat/304753663/,2,44,1,31.61,14381127.0,Кунцевская
realtor,https://www.cian.ru/sale/flat/308860420/,9,9,1,32.0,10990000.0,Локомотив
developer,https://www.cian.ru/sale/flat/308969450/,9,21,1,37.7,19905600.0,Площадь Ильича
real_estate_agent,https://www.cian.ru/sale/flat/308907514/,10,19,1,60.0,27500000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/306540444/,14,14,1,42.5,7599999.0,Щербинка
developer,https://www.cian.ru/sale/flat/308909121/,6,13,1,85.04,130383328.0,Цветной бульвар
real_estate_agent,https://www.cian.ru/sale/flat/299341036/,10,34,1,64.4,51000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/308882065/,3,9,1,33.0,9100000.0,Ясенево
developer,https://www.cian.ru/sale/flat/309186660/,9,9,1,33.13,8725641.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186581/,2,9,1,35.29,8739392.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306747783/,15,16,1,35.9,8746511.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306747832/,7,9,1,34.7,8738248.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/303067999/,1,11,1,35.7,8704000.0,Кедровая
developer,https://www.cian.ru/sale/flat/306940240/,9,9,1,40.26,8655296.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309195141/,8,20,1,34.8,8711411.0,Летово
developer,https://www.cian.ru/sale/flat/309194905/,14,16,1,42.91,8728545.0,Летово
developer,https://www.cian.ru/sale/flat/309188031/,5,12,1,41.5,8740367.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306746824/,2,20,1,34.1,8781013.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/309185981/,12,14,1,34.77,8791143.0,Щербинка
developer,https://www.cian.ru/sale/flat/309186653/,5,9,1,38.66,8756403.0,Рассказовка
developer,https://www.cian.ru/sale/flat/302640908/,21,25,1,35.5,8795195.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/307183722/,4,23,1,33.6,8761670.0,Владыкино
developer,https://www.cian.ru/sale/flat/309188248/,10,12,1,44.36,8799738.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309187942/,10,17,1,48.04,8789398.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/293175824/,4,28,1,28.7,8782200.0,Отрадное
developer,https://www.cian.ru/sale/flat/297846892/,1,3,1,42.3,8756100.0,Апрелевка
realtor,https://www.cian.ru/sale/flat/308169045/,4,9,1,33.0,8800000.0,Щёлковская
real_estate_agent,https://www.cian.ru/sale/flat/294252401/,6,9,1,32.7,8800000.0,Медведково
developer,https://www.cian.ru/sale/flat/306745213/,4,9,1,36.3,8822521.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/309190295/,5,15,1,41.21,8857725.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190472/,9,13,1,37.6,8820474.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190284/,13,15,1,46.92,8817525.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190742/,8,30,1,34.97,8836517.0,Орехово
developer,https://www.cian.ru/sale/flat/309186641/,10,10,1,33.22,8829463.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188114/,5,12,1,41.49,8806411.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306744733/,5,9,1,36.9,8869906.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306744736/,8,9,1,34.2,8888977.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306744927/,4,10,1,37.9,8885956.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306745214/,6,9,1,34.8,8825699.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306745203/,2,9,1,36.7,8829633.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306745200/,8,9,1,32.7,8855582.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/309195213/,9,10,1,39.06,8888797.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/304309658/,2,9,1,42.5,8838087.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306747949/,2,9,1,36.2,8888041.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/309008619/,3,23,1,36.4,8852135.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309194694/,13,16,1,33.1,8893830.0,Ольховая
developer,https://www.cian.ru/sale/flat/309195718/,2,23,1,37.16,8835735.0,Румянцево
developer,https://www.cian.ru/sale/flat/309194755/,9,10,1,31.2,8805186.0,Летово
developer,https://www.cian.ru/sale/flat/309193338/,8,16,1,32.36,8824378.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/298912206/,4,25,1,35.6,8823281.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/302471418/,8,25,1,32.3,8861504.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/308319666/,3,11,1,32.8,8827857.0,Зеленоград — Крюково
real_estate_agent,https://www.cian.ru/sale/flat/307219464/,6,16,1,34.7,8900000.0,Первомайская
developer,https://www.cian.ru/sale/flat/308716576/,7,23,1,45.4,8986050.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306743675/,12,23,1,34.7,8990156.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306744376/,14,18,1,34.5,8976617.0,Новомосковская
developer,https://www.cian.ru/sale/flat/309185966/,14,14,1,37.6,8929368.0,Щербинка
developer,https://www.cian.ru/sale/flat/309185847/,9,10,1,36.48,8971876.0,Щербинка
developer,https://www.cian.ru/sale/flat/309051229/,5,20,1,36.7,8981446.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309190328/,2,9,1,40.58,8987788.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190327/,4,9,1,43.27,8963207.0,Щербинка
developer,https://www.cian.ru/sale/flat/309193212/,1,13,1,34.49,8940152.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309186593/,1,10,1,43.85,8942892.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186616/,4,9,1,46.51,8917083.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186494/,4,8,1,40.79,8931864.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186491/,8,8,1,37.12,8941436.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309193211/,15,15,1,38.35,8967609.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309193332/,1,16,1,44.19,8912946.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306741657/,5,7,1,36.2,8989039.0,Ольховая
developer,https://www.cian.ru/sale/flat/306744734/,9,10,1,35.0,8969048.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/308967983/,2,17,1,41.0,8987240.0,Щербинка
developer,https://www.cian.ru/sale/flat/308773550/,9,11,1,40.2,8961424.0,Щербинка
developer,https://www.cian.ru/sale/flat/306969459/,2,11,1,43.1,8910450.0,Щербинка
developer,https://www.cian.ru/sale/flat/305234694/,9,9,1,41.39,8969006.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303067904/,1,12,1,36.8,8972000.0,Кедровая
developer,https://www.cian.ru/sale/flat/309195696/,10,23,1,40.7,8950838.0,Румянцево
developer,https://www.cian.ru/sale/flat/309194690/,13,16,1,33.5,8958570.0,Ольховая
developer,https://www.cian.ru/sale/flat/309195180/,2,14,1,37.42,8947155.0,Летово
developer,https://www.cian.ru/sale/flat/306208675/,21,25,1,38.2,8991630.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/306685274/,3,9,1,41.57,8968519.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/307050150/,1,9,1,40.6,8967524.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/305234549/,2,9,1,43.6,8955003.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309259259/,5,28,1,42.2,9054052.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/308314194/,12,19,1,33.8,9023333.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307207870/,5,20,1,40.2,9030724.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309186089/,7,14,1,38.29,9047474.0,Щербинка
developer,https://www.cian.ru/sale/flat/309186088/,7,14,1,36.38,9062615.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190434/,5,10,1,41.65,9004083.0,Щербинка
developer,https://www.cian.ru/sale/flat/308716598/,3,23,1,44.3,9031441.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/302241706/,5,21,1,30.09,9051950.0,Калитники
developer,https://www.cian.ru/sale/flat/306746687/,3,9,1,36.9,9069252.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306979963/,7,24,1,34.9,9054630.0,Окружная
developer,https://www.cian.ru/sale/flat/309188030/,3,12,1,41.48,9023823.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309188247/,8,8,1,46.97,9042090.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306784512/,12,22,1,32.8,9052800.0,Прокшино
developer,https://www.cian.ru/sale/flat/303687742/,2,9,1,38.18,9016970.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/308123002/,14,17,1,38.3,9150000.0,Зеленоград — Крюково
real_estate_agent,https://www.cian.ru/sale/flat/308182462/,1,5,1,35.0,9100000.0,Окружная
real_estate_agent,https://www.cian.ru/sale/flat/301432818/,5,5,1,29.8,9150000.0,Первомайская
real_estate_agent,https://www.cian.ru/sale/flat/302623269/,4,9,1,34.5,9100000.0,Рязанский проспект
developer,https://www.cian.ru/sale/flat/298039375/,2,25,1,41.7,9191096.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/306255092/,19,32,1,32.1,9176812.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/309186239/,2,14,1,47.47,9110822.0,Щербинка
developer,https://www.cian.ru/sale/flat/309185951/,6,14,1,36.55,9184656.0,Щербинка
developer,https://www.cian.ru/sale/flat/303064057/,1,15,1,43.72,9170707.0,Солнцево
developer,https://www.cian.ru/sale/flat/298043257/,6,28,1,32.5,9132500.0,Отрадное
developer,https://www.cian.ru/sale/flat/309051808/,4,19,1,39.4,9191662.0,
developer,https://www.cian.ru/sale/flat/309190433/,3,10,1,42.88,9150603.0,Щербинка
developer,https://www.cian.ru/sale/flat/309050926/,6,20,1,35.2,9152785.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309195666/,11,23,1,41.87,9123111.0,Румянцево
developer,https://www.cian.ru/sale/flat/309213335/,7,11,1,32.0,9133248.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309186658/,10,10,1,34.96,9110820.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186657/,9,9,1,37.97,9131099.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186655/,10,10,1,36.08,9156045.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309193529/,15,16,1,44.43,9133653.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306741649/,10,12,1,34.4,9162618.0,Ольховая
developer,https://www.cian.ru/sale/flat/308314312/,11,15,1,37.0,9137354.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306728791/,7,23,1,30.6,9171340.0,Химки
developer,https://www.cian.ru/sale/flat/309197780/,6,9,1,43.65,9154554.0,Силикатная
developer,https://www.cian.ru/sale/flat/309188266/,2,5,1,39.3,9164448.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306744206/,2,9,1,32.7,9184645.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306784517/,6,22,1,31.8,9126600.0,Прокшино
developer,https://www.cian.ru/sale/flat/306940178/,3,9,1,43.87,9181332.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303687858/,5,9,1,39.52,9134455.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306727506/,2,23,1,28.1,9198001.0,Владыкино
developer,https://www.cian.ru/sale/flat/308314387/,12,18,1,38.7,9237439.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/309186132/,13,14,1,34.72,9231223.0,Щербинка
developer,https://www.cian.ru/sale/flat/309185845/,4,10,1,37.12,9220133.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190349/,3,10,1,42.88,9220069.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190734/,4,16,1,27.54,9225735.0,Орехово
developer,https://www.cian.ru/sale/flat/309188315/,3,7,1,32.86,9245023.0,Рассказовка
developer,https://www.cian.ru/sale/flat/291725890/,6,28,1,30.6,9210600.0,Отрадное
real_estate_agent,https://www.cian.ru/sale/flat/301704043/,7,9,1,32.9,9300000.0,Юго-Восточная
real_estate_agent,https://www.cian.ru/sale/flat/308234242/,23,24,1,36.3,9250000.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/306206903/,32,32,1,32.8,9270165.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/309051654/,2,19,1,39.0,9332055.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309185734/,4,14,1,45.59,9278568.0,Щербинка
developer,https://www.cian.ru/sale/flat/309186640/,10,10,1,37.88,9327378.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186514/,2,9,1,48.15,9340233.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309190730/,4,16,1,33.66,9324797.0,Орехово
developer,https://www.cian.ru/sale/flat/306744836/,2,10,1,37.0,9268023.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306242934/,5,23,1,32.0,9344639.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/306670736/,14,14,1,41.0,9258414.0,Филатов Луг
homeowner,https://www.cian.ru/sale/flat/307269146/,8,9,1,32.8,9300000.0,Выхино
developer,https://www.cian.ru/sale/flat/306741755/,15,15,1,38.3,9349488.0,Ольховая
developer,https://www.cian.ru/sale/flat/306744219/,3,11,1,37.7,9300620.0,Новомосковская
developer,https://www.cian.ru/sale/flat/304053613/,13,23,1,29.6,9313137.0,Владыкино
developer,https://www.cian.ru/sale/flat/305952758/,3,17,1,36.9,9308040.0,Корниловская
developer,https://www.cian.ru/sale/flat/309188357/,1,14,1,49.37,9252432.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188312/,5,7,1,34.63,9253815.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309194740/,6,16,1,35.5,9286002.0,Ольховая
developer,https://www.cian.ru/sale/flat/309194741/,10,16,1,33.1,9271269.0,Ольховая
developer,https://www.cian.ru/sale/flat/306748473/,21,22,1,33.4,9328653.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306748494/,2,22,1,43.5,9316995.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306744207/,2,9,1,34.0,9292064.0,Новомосковская
developer,https://www.cian.ru/sale/flat/304888869/,2,25,1,38.9,9326430.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/306685271/,6,9,1,41.86,9293547.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306728112/,2,23,1,40.3,9338397.0,Владыкино
developer,https://www.cian.ru/sale/flat/304054456/,3,23,1,36.6,9302951.0,Владыкино
developer,https://www.cian.ru/sale/flat/306727608/,4,23,1,29.3,9305651.0,Владыкино
real_estate_agent,https://www.cian.ru/sale/flat/303687841/,1,10,1,39.5,9400000.0,Новомосковская
real_estate_agent,https://www.cian.ru/sale/flat/308055704/,14,14,1,38.7,9350000.0,Зеленоград — Крюково
real_estate_agent,https://www.cian.ru/sale/flat/308148161/,3,17,1,39.0,9350000.0,Курьяново
developer,https://www.cian.ru/sale/flat/305642172/,3,19,1,40.5,9400050.0,
developer,https://www.cian.ru/sale/flat/309051276/,12,20,1,41.4,9432018.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309186224/,4,14,1,45.06,9396632.0,Щербинка
developer,https://www.cian.ru/sale/flat/307017388/,1,15,1,43.6,9439967.0,Румянцево
developer,https://www.cian.ru/sale/flat/307207602/,1,19,1,42.2,9424752.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309190404/,5,15,1,41.21,9394805.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190283/,2,15,1,44.95,9372905.0,Щербинка
developer,https://www.cian.ru/sale/flat/309195116/,16,20,1,40.0,9435359.0,Летово
developer,https://www.cian.ru/sale/flat/309186652/,10,10,1,40.45,9359622.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309186570/,7,9,1,37.04,9419227.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309188310/,3,7,1,36.46,9370320.0,Рассказовка
developer,https://www.cian.ru/sale/flat/306741834/,14,15,1,36.7,9440525.0,Ольховая
developer,https://www.cian.ru/sale/flat/307327853/,7,9,1,41.44,9397141.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303066304/,2,14,1,37.5,9405000.0,Кедровая
developer,https://www.cian.ru/sale/flat/304055320/,4,23,1,35.5,9417405.0,Владыкино
developer,https://www.cian.ru/sale/flat/309188311/,3,6,1,31.94,9440052.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309194887/,8,12,1,44.51,9411956.0,Летово
developer,https://www.cian.ru/sale/flat/306746992/,9,17,1,37.8,9399424.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306747962/,4,9,1,38.3,9384266.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307249668/,2,9,1,44.7,9393257.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/304055239/,2,23,1,39.3,9426184.0,Владыкино
real_estate_agent,https://www.cian.ru/sale/flat/309206955/,2,9,1,32.8,9500000.0,Планерная
realtor,https://www.cian.ru/sale/flat/263316279/,1,16,1,37.7,9450000.0,Пражская
real_estate_agent,https://www.cian.ru/sale/flat/309069767/,11,14,1,37.0,9500000.0,Ольховая
real_estate_agent,https://www.cian.ru/sale/flat/300381810/,7,21,1,18.4,9500000.0,Водный стадион
developer,https://www.cian.ru/sale/flat/306744389/,6,18,1,39.7,9539339.0,Новомосковская
developer,https://www.cian.ru/sale/flat/309185946/,10,14,1,49.29,9505071.0,Щербинка
developer,https://www.cian.ru/sale/flat/291725824/,4,28,1,34.4,9460000.0,Отрадное
realtor,https://www.cian.ru/sale/flat/309162703/,16,24,1,36.6,9500000.0,Пятницкое шоссе
developer,https://www.cian.ru/sale/flat/309188282/,5,5,1,35.4,9475506.0,Рассказовка
developer,https://www.cian.ru/sale/flat/309195115/,16,17,1,45.6,9473238.0,Летово
developer,https://www.cian.ru/sale/flat/308314203/,4,19,1,38.7,9541748.0,Бунинская аллея
homeowner,https://www.cian.ru/sale/flat/305511752/,8,9,1,32.6,9450000.0,Медведково
developer,https://www.cian.ru/sale/flat/309051776/,10,19,1,37.6,9466498.0,
developer,https://www.cian.ru/sale/flat/304056351/,6,20,1,33.6,9508200.0,Новопеределкино
developer,https://www.cian.ru/sale/flat/304057091/,1,19,1,39.9,9451680.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/305427425/,3,23,1,32.8,9503505.0,Химки
real_estate_agent,https://www.cian.ru/sale/flat/302755193/,2,12,1,38.7,9600000.0,Алтуфьево
real_estate_agent,https://www.cian.ru/sale/flat/307205320/,3,7,1,46.8,9600000.0,Крёкшино
realtor,https://www.cian.ru/sale/flat/308838116/,4,5,1,33.0,9600000.0,Первомайская
real_estate_agent,https://www.cian.ru/sale/flat/301852120/,9,16,1,34.7,9600000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/304430051/,6,22,1,39.9,9550000.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/307615212/,11,14,1,35.9,9550000.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/309195177/,19,22,1,37.88,9640627.0,Летово
developer,https://www.cian.ru/sale/flat/309186568/,2,9,1,38.92,9550291.0,Рассказовка
developer,https://www.cian.ru/sale/flat/307732356/,18,32,1,34.8,9637999.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/307051464/,23,32,1,31.1,9590866.0,Речной вокзал
developer,https://www.cian.ru/sale/flat/308688070/,3,30,1,37.8,9639000.0,Потапово
developer,https://www.cian.ru/sale/flat/300236429/,7,17,1,33.7,9620425.0,Корниловская
developer,https://www.cian.ru/sale/flat/309188026/,3,12,1,44.18,9576895.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306746682/,4,9,1,35.4,9606781.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/303687758/,9,9,1,43.99,9586740.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/304055358/,5,23,1,34.7,9626370.0,Владыкино
real_estate_agent,https://www.cian.ru/sale/flat/308102979/,4,17,1,40.0,9700000.0,Говорово
developer,https://www.cian.ru/sale/flat/306737409/,10,11,1,33.5,9698652.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308314371/,8,18,1,33.8,9688128.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/304057549/,2,20,1,42.7,9729001.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309193677/,7,16,1,34.8,9677400.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309186567/,6,9,1,40.79,9670066.0,Рассказовка
developer,https://www.cian.ru/sale/flat/308125908/,2,32,1,36.5,9715058.0,Речной вокзал
realtor,https://www.cian.ru/sale/flat/298520273/,8,16,1,35.2,9700000.0,Генерала Тюленева
developer,https://www.cian.ru/sale/flat/307207783/,14,19,1,37.6,9743081.0,
developer,https://www.cian.ru/sale/flat/306728117/,2,23,1,41.7,9679000.0,Владыкино
developer,https://www.cian.ru/sale/flat/300605915/,2,19,1,42.0,9748200.0,
developer,https://www.cian.ru/sale/flat/309194739/,2,16,1,31.6,9668178.0,Ольховая
developer,https://www.cian.ru/sale/flat/306747039/,14,17,1,33.4,9734270.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306744209/,2,9,1,36.4,9686331.0,Новомосковская
